hsb,dsb
Porno torhacym wodam da to potrjechenym dlěše přihotowanske časy.,Napśeśiwo tergajucym wódam dajo to pótrjefjonym dlejše pśigótowańske case.
Zašłu wutoru wopytaštaj Šwicarjej naš Serbski gymnazij w Budyšinje.,Slědnu wałtoru stej woglědałej Šwicarja do našogo Serbskego gymnaziuma w Budyšynje.
"To su aziatiske wódnomužowe koniki, šukotaše Buschmann wotzady.","To su aziske bogowe kóniki, jo Buschmann wótslědka šukotał."
Nasta lisćina konkretnych dypkow za wotběh tajkeje konferency.,Nastała lisćina konkretnych dypkow za wótběg takeje konference.
"Zwěsć potom wospjetowanje zynka, zynkowe skoki a zynkowe kroki!","Zwěsć pótom wóspjetowanje zuka, zukowe skoki a zukowe kšace!"
Wona połožeše potom přeco wulku hromadu póšty na kuchinske blido.,Wóna jo pótom pśecej wjeliku kopicu posta na kuchnine blido połožyła.
"Mysli na swoju kondiciju, hač dotal njejsy mnoho běhał!","Mysli na swóju kondiciju, až doněnta njejsy wjele gnał!"
Delegaća móža so tak na diskusiju přihotować.,Delegaty mógu se tak na diskusiju pśigótowaś.
Wobaj hižo pjeć mjeńšinow swój jojo horje a dele pušćataj.,Wobej južo pěś minutow swój jojo górjej a dołoj pušćijotej.
"Tak w scenje třoch Slepjanskich holičow, kotrež rejwachu z briketami.","Tak w scenje tśich slěpjańskich źowćow, kótarež su rejowali z briketami."
Chibazo wotewza něšto punćikow abo zabudźe Tobiasa.,Snaźkuli wótewzejo někotare punśiki abo zabydnjo Tobiasa.
Před lětom swjećeštaj wonaj w kruhu swójbnych złoty kwas.,Pśed lětom stej swěśiłej w krejzu familijowych złotu swajźbu.
Tež to njeběchu Durinčenjo ze žanej mysličku wočakowali.,Teke to njejsu Duringarje ze žedneju myslicku wótcakowali.
Předsyda Domowiny so k tomu dźensa wuprajić nochcyše.,Pśedsedaŕ Domowiny njejo kśěł se k tomu źinsa wugroniś.
To pak wězo njetrjechi a njezwisuje z datumom.,To pak se wě njetrjefijo a njezwisujo z datumom.
Słónčko pohlada za krótki čas přez mróčele.,Słyńco jo  krotko  pśez mrokawy glědało.
Porno němsko-serbskemu onlinepřełožowarjej je pólsko-ruski hižo dale wuwity.,Napśeśiwo nimsko-serbskemu online-pśełožowarjeju jo pólsko-ruski južo dalej wuwity.
Mojej najlěpšej přećelce pochadźatej ze Stróžišća.,Mójej nejlěpšej pśijaśelce póchadatej z Stróžišća.
"A dale měnja, zo njesměł na starownju swjateje Ludmile zabyć.","A dalej měnje, až njesměł zabyś na starcownju swěteje Ludmile."
Njerjad a bakterije so we wodźe zračkuja.,Njerěch a bakterije se we wóźe zewrěju.
Wot lěta 1995 do 1997 nawukny powołanje zahrodkarki za krajinotwar.,Wót lěta 1995 do 1997 jo nawuknuł pówołanje zagrodnice za twaŕ krajinow.
Dr. Marja Grólmusec bě publicistka a wojowaše přećiwo nacionalsocialistiskemu režimej.,Dr. Marja Grólmusec jo publicistka a jo wójowała pśeśiwo nacionalsocialistiskemu režimoju.
Awtor zawodneho nastawka wopisuje podawk.,Awtor komentarowego artikela wopisujo tšojenje.
"Posylń mje w dobrym a pomhaj mi, na druhich dźiwać.","Zmócni mě w dobrem a pomogaj mě, na drugich źiwaś."
"Šulerjow zajimowaše wosebje zamkarnja, w kotrejž busy porjedźeja a hladaja.","Wuknikow zajmowašo wósebnje zamkaŕnja, w kótarejž buse pórěźaju a wótwarduju."
Hač do wěsteho lěta stupaše ličba čłonow samo zaso.,Až do wěstego lěta jo licba cłonkow samo zasej stupała.
W socialnych syćach zraža přećiwki mócnje na so.,W socialnych seśach pśeśiwjenja mócnje na se prasnu.
Čłonojo towarstwa wobdźělichu so na Łužiskim cyrkwinskim dnju w Choćebuzu.,Cłonki towaristwa su se wobźělili na Łužyskem cerkwinskem dnju w Chóśebuzu.
Rěki a rěčnišća pak je w starodawnych časach přiroda stworiła.,Rěki a rěcnišća pak jo w starodawnych casach pśiroda stwóriła.
Jedyn z jadrowych reaktorow bu wobškodźeny.,Jaden z jědrowych reaktorow bu wobškóźony.
Wosebje gramatiki słowjanskich rěčow pak su komplikowane.,Wósebnje gramatiki słowjańskich rěcow pak su komplicěrowane.
Tři dypki měrja so eksplicitnje na Saksku.,Tśi dypki měrje se eksplicitnje na Saksku.
Přichodne dny chcedźa wšitkim próstwarjam wotmołwić.,Pśichodne dny kśě wótegroniś wšyknym pšosbarjam.
Nastupajo alkohol žadachu sej posudźowarjo kruty dohlad čeledźe.,Což nastupa alkohol su sebje pósuźowarje pominali kšuty doglěd celaźi.
Pomnik w Sulšecach pola Haslowa poswjećichu składnostnje jeho stotych narodnin.,Pomnik w Sulšecach pla Haslowa su wuswěśili pśi góźbje jogo stotych narodninow.
Tu njemóžeš so ani na jednu situaciju tutoho lěta dopominać.,How njamóžoš se razka dopominaś na jadnu situaciju toś togo lěta.
W druhej hodźinje smy my prěnje słowa wukli.,W drugej góźinje smy prědne słowa wuknuli.
"Na zajimawy aspekt skedźbni Robert Burdy, sam ze zapada pochadźacy.","Na zajmny aspekt jo pokazał Robert Burdy, sam z pódwjacora póchadajucy."
Ja ležu na chribjeće a čuju matu pod sobu.,Ja lažym na kśebjaśe a cujom matu pód sobu.
Dyrbjach sej potajkim druhu chowanku pytać.,Musym se stakim drugu chowanku pytaś.
Z tym zwuraznja swoje střasenje dla zaćišćow wójny.,Z tym zwuraznja swójo pśetśěsenje dla zaśišćow wójny.
"Sie haben die Möglichkeiten diskutiert, wie ehrenamtliche Arbeit verbessert werden kann.","Su móžnosći rozpominali, kak móžo se cesnoamtske źěło pólěpšyś."
Energijowa fabrika je jedyn ze štyrjoch muzejow zaměroweho zwjazka.,Energijowa fabrika jo jaden ze styrich muzejow zaměrowego zwězka.
Kubłanski wobłuk wotpowěduje tutej zamołwitosći a tutomu nadawkej.,Kubłański wobłuk wótpowědujo toś tej zagronitosći a toś tomu nadawkoju.
"Trjebamy jasnu a kritisku analyzu połoženja, hewak njedocpějemy naš zaměr.","Trjebamy jasnu a kritisku analyzu połoženja, howac njedojśpijomy naš zaměr."
Z tej mysličku móže so moja sotra spřećelić.,Z teju myslicku móžo se mója sotša zepśijaśeliś.
To je tež za hospodarnosć a stabilitu wažne.,To jo teke wažne za góspodnosć a stabilitu.
"Šwjerče, kotrež běchu dotal mjelčeli, počachu kaž na komando cyrčeć.","Šwjerce, kótarež su doněnta mjelcali, su zachopili ako na komando cyrkaś."
Wožiwjenje Łužiskeje jězoriny je jenož pod ćežkimi wuměnjenjemi móžne.,Wóžywjenje Łužyskeje jazorateje krajiny jo jano pód śěžkimi wuměnjenjami móžne.
Tak wostanje chłódna temperatura wody tež w lěću.,Tak wóstanjo chłodna temperatura wódy teke w lěśu.
Móžu nětko přijomniše wěcy činić hač wšědny dźeń.,Mógu něnto spódobnjejše wěcy gótowaś nježli wšedny źeń.
Z 200 wotročkow je so lědma 130 přistajiło.,Z 200 słužabnikow jo se lěbda 130 pśistajiło.
"Druhdy mać zastupi, dyrbješe popjelniki wuprózdnić a wokna zwočinjeć.","Wótergi jo maś zastupiła, jo musała popjelniki  wuprozniś a wokna wócyniś."
Přećiwo kritikarjam planowaneho rozšěrjenja Wochožanskeje brunicoweje jamy kopja so wukročenja.,Pśeśiwo kritikarjam planowanego rozšyrjenja Wochozańskeje brunicoweje jamy kopje se ekscese.
Hižo w juniju bě Klětnjanski wjesnjanosta pjeć bywšich radźićelow rozžohnował.,Južo w juniju jo Klětnjański šołta pěś něgajšnych raźcow rozžognował.
Tohodla měli so wobstejace hašenske haty za porjadne wužiwanje sporjedźeć.,Togodla dejali se wobstojece gaseńske gaty za pórědne wužywanje pórěźiś.
Najebać to zasłuža sej tale dwurěčnosć zjawne připóznaće.,Njeglědajucy na to zasłužy sebje toś ta dwójorěcnosć zjawne pśipóznaśe.
Mobilne telefony njemóžemy z našeho časa hižo preč myslić.,Mobilne telefony njamóžomy z našogo casa južo pšec mysliś.
21. awgust je wot lětušeho historiski datum.,21. awgusta jo wót lětosa historiski datum.
"Wona móhła nimale přisahać, zo njebě to són.","Wóna mógła pśisamem pśisegaś, až njejo to była seń."
"W Sakskej zwostachu jenož wokrjesy Kamjenc, Budyšin, Lubij a Žitawa.","W Sakskej su wóstali jano wokrejse Kamjeńc, Budyšyn, Lubij a Žytawa."
"Wón poskaše a čakaše na přikaz, ale žadyn přikaz njepřińdźe.","Wón jo słuchał a cakał na pśikaz, ale žeden pśikaz njejo pśišeł."
Na žurli hosćenca běchu wuměłcy wšudźe swoje wobrazy wupołožili.,Na zalu gósćeńca su wuměłce wšuźi swóje wobraze wupołožone měli.
Tola bórze dyrbješe so tam prowizoriska rjadownja zaměstnić.,Ale skóro jo se dejała tam zaměstniś prowizoriska rědownja.
"My smy přepozdźe přišli, to je nam jara žel.","My smy pśepózdźe pśišli, togo jo nam wjelgin luto."
Hač do kónca apryla wočakuja so tydźensce 50 požadarjow azyla.,Až do kóńca apryla wótcakujo se tyźeński 50 procowarjow wó azyl.
"Zwjazk wobsedźi sadowu łuku, kotraž ma so tohorunja wotbagrować.","Zwězk wobsejźi sadowu łuku, kótaraž ma se tejerownosći wótbagrowaś."
Dyrbješe sej něšto wumyslić a holčku přelesćić.,Wón jo musał sebje něco wumysliś a źowću pśelasćiś.
"Hdyž budźeš wulki, Měrćinko, njewostań doma, dźi do swěta.","Gaž sy wjeliki, Měto, njewóstań doma, źi do swěta."
"Dosaha hišće za jedyn měsac, potom je kónc.","Dosega hyšći za jaden mjasec, pótom jo kóńc."
K tomu so dalekubłanja za šulerskich zastupjerjow poskićuja.,K tomu se póbituju dalejkubłanja za wuknikojskich zastupnikow.
"„Wokomiknje ja zwučuju“, wujasni kokoška.","„Tuchylu zwucujom“, wujasnijo kokoška."
Němski rjad je předchadnik dźensnišeju rjadaj maltezow a johanitow.,Nimski rěd jo pśedchadnik źinsajšneju rědowu maltezarjow a johanitow.
Žona wěšeše hižo zaso wupłokanu drastu na lajnu.,Žeńska jo powjesała južo zasej wupałkanu drastwu na wócku.
"Wjeselimy so, zo smy po tutym nic cyle jednorym puću kročili.","Wjaselimy se, až smy kšacali pó tej nic jadnorej droze."
K sobu najwažnišim partneram słuša Wojerowska hrodowa piwarnja.,K sobu nejwažnjejšym partnarjam słuša wórjejska grodowa piwaŕnja.
Z kruhow wobdźělnikow bě nimo toho sada słyšeć.,Z krejzow wobźělnikow jo była mimo togo sada słyšaś.
Smolerjec kniharnja běše pozdźišo zaso tam zaměstnjena.,Smolerjec knigłaŕnja jo była pózdźej zasej tam zaměstnjona.
Tak je přemysłowy zarjad přisłušny za přizjewjenje přemysła.,Tak jo źěłaŕstwowe zastojnstwo pśisłušne za pśizjawjenje źěłaŕstwa.
Hižo wot póndźele njefunguja žane e-mailowe adresy Domowiny.,Južo wót pónjeźelego njefunkcioněruju žedne emailowe adrese Domowiny.
Wonaj sonještaj wo kopańcy a nowych hrajerjach w serbskej wubrance.,Wónej stej cowałej wó kopańcy a nowych grajarjach w serbskem mustwje.
Móžemy ći bjez barbjenja naše měnjenje prajić?,Móžomy śi z nagimi słowami našo měnjenje groniś?
Běłe słónčne swětło zestaja so ze wšěch nam znatych pisanych barbow.,Běłe słyńcne swětło wobstoj ze wšych nam znatych pisanych barwow.
Wosebje tute improwizowane hraće so wšitkim jara lubješe.,Wósebnje toś to improwizěrowane graśe jo se wšyknym wjelgin spódobało.
Na Budyskej Stieberowej dóńdźe wčera rano k wobchadnemu njezbožu.,Na budyšyńskej Stieberowej droze jo dojšło cora rano k wobchadowej njegluce.
Po Druhej swětowej wójnje bu přeběh hranicy postajeny.,Pó Drugej swětowej wójnje jo se pśeběg granice póstajił.
"W tamnišej bazilice so dźensa česćuje, powyšuje.","W tamnej bazilice se źinsa cesći, pówušujo."
Podpěruja Hanza Šusterowy statok w Trjebinje a zdźěłanje chroniki Čelnoho.,Pódpěruju Hanza Šusterowy dwór w Trjebinje a wuźěłanje chroniki Čelnogo.
Dźěłowy zešiwk wudospołnja maćeršćinu z dalšim zwučowanskim materialom.,Dźěłowy zešiwk wudospołnja maćeršćinu z dalšim zwučowanskim materialom.
Nadźěłajće dokumentaciju abo prezentaciju na temu „Hudźba a film“.,Naźěłajśo dokumentaciju abo prezentaciju na temu „Muzika a film“.
Mojej dobrej přećelce pochadźatej z Drječina.,Mójej dobrej pśijaśelce póchadatej z Drjecyna.
Wy přihotujeće so na pisomne pruwowanje.,Wy pśigótujośo se na pisne pśespytowanje.
Dotal so 30 předewzaćow na projekće wobdźěla.,Až doněnta se 30 pśedewześow na projekśe wobźělijo.
Što ty rady jěš a što ći docyła njesłodźi?,Co rad jěš a co śi zewšym njesłoźi?
"Kedźbu, to wostanje hač na wotwołanje tak.","Glědajśo, to wóstanjo až do slědkwześa tak."
W nocy při lěhwowym wohenju z přećelami hromadźe sedźeć je wulkotne.,Sejźenje pśi wognju w nocy gromaźe z pśijaśelami jo wjelicne.
Republika předstaji so tu jako produkt „nowemberskich złóstnikow“.,Republika pśedstajijo se how ako produkt „nowemberskich złosnikow“.
"Mějach młodu, atraktiwnu žonu, kotruž mi mnozy zawidźachu.","Som měł młodu, atraktiwnu žeńsku, kótaruž wjele luźi njejo mě žycyło."
"Zo sensibelnosć w mjezsobnym wobchadźenju trjebamy, njeprěju.","Až trjebamy sensibelnosć w mjazsobnem wobchadanju, njewótprějom."
W nazymje móže Tadej zaso naše jabłuka šćipać.,W nazymje móžo Tadej zasej naše jabłuka tergaś.
Wón wahaše a rozsudźi so potom radšo doma wostać.,Wón jo wótlěkał a se pótom rozsuźił lubjej doma wóstaś.
"Wosrjedź łuki tola widźiš, hdyž so něchtó bliži.","Srjejź łuki tola wiźiš, gaž se něchten bližy."
Twoja stara přećelka přińdźe z Noweho Šěrachowa.,Twója stara pśijaśelka pśiźo z Nowego Šěrachowa.
"Praji so, zo podawk wjele lět wróćo leži.","Groni se, až tšojenje wjele lět slědk lažy."
"Ja ju potom k snědani přeprošu, ale myšku ja nimam.","Ja ju pón na snědanje pśepšosyjom, ale myšku ja njamam."
Spisowaćel dźěła tuchwilu na nowym romanje.,Spisowaśel źěła tuchylu na nowem romanje.
Zdobom móžemy z knihu tradiciju jutrowneho spěwanja dale wjesć.,Rownocasnje móžomy z knigłami tradiciju jatšownego spiwanja dalej wjasć.
Badensko-württembergskimaj kucharjomaj nichtó ničo njewotkupi.,Baden-württembergskima kucharjoma nichten nic njewótkupijo.
Wona swoje kruchi hižo jenož w maćeršćinje předstaja.,Wóna swóje kuse južo jano w maminej rěcy pśedstaja.
Ja jědu nětko k optikarjej po nowe nawoči.,Ja jědu něnto k optikarjeju pó nowu brylu.
"Roman a Marka su w muzeju, to je wulki twar.","Roman a Marka su w muzeju, to jo wjelika twaŕ."
"Sy dočakać dyrbjał, snano by wišnina hišće raz rozkćěła.","Sy musał docakaś, snaź by wišnina hyšći raz rozkwitła."
Najznaćiši serbski spisowaćel je Jurij Brězan.,Nejwěcej znaty serbski spisowaśel jo Jurij Brězan.
"Počasu pak přiběra wliw nasypnišćoweje dnowneje wody, znaty jako „znowawokisnjenje“.","Pó casu pak pśiběra wliw spódneje wódy z nakłoni, znaty ako „zasej kisanje“."
W Delnjej Łužicy iniciěrowaše Rěčny centrum WITAJ akciju.,W Dolnej Łužycy jo Rěcny centrum WITAJ akciju iniciěrował.
Wona wobrysowa skrótka stawizny institucije a wupřeješe wjele zboža.,Wóna jo wopisowała krotko stawizny institucije a jo žycyła wjele gluki.
Zyma je běły pokryw přez krajinu wupřestrěła.,Zyma jo běłe pókšyśe pśez krajinu wupśestrěła.
Wón chce energijowy přewrót w Němskej přewodźeć a zawěsćić.,Wón co energijowy pśewrot w Nimskej pśewóźowaś a zawěsćiś.
Na kóždej dwójnej stronje su wjacore hrónčka napisane.,Na kuždem dwójnem boku su napisane někotare gronka.
Hač do 1960-tych lět přenaješe twornja płoniny na zahrodnistwo Fischer.,Až do 1960-tych lět jo fabrika płoniny pśenajmjeła na zagrodnistwo Fischer.
Jedyn wotrězk w knize zaběra so z magiju a kuzłanjom.,Jaden wótrězk w knigłach zaběra se z magiju a guslowanim.
"Pětr Cyž, nawoda tamnišeho wobłuka twarstwo/hórniske škody, wuprajenje raznje wotpokaza.","Pětš Cyž, wjednik tamnjejšego wobłuka twaŕstwo / górniske škódy, jo wugronjenje raznje wótpokazał."
"Ale nětko je tam tepjenje zaswěćene, praji Peter.","Ale něnto jo tam topjenje zašaltowane, jo gronił Pětš."
Wona je za žiwjenje na wsy a za Łužicu wabiła.,Wóna jo za žywjenje na jsy a za Łužycu wabiła.
"A na to běše tak zmužity, jeho domoj pósłać.","A na to jo był tak zmužny, jogo domoj pósłaś."
"Nó, kašporo, přemysli sebi, póńdźeće wšitcy zaso do kófra.","No, kasparik, pśemysluj sebje, pójźośo wšykne zasej do kofra."
Spytajće jónu tak podobnje molować kaž čłowjekojo kamjentneje doby!,Wopytajśo raz tak pódobnje mólowaś ako luźe kamjeńtneje doby!
Po tym je pjekar poprjancy do pjecy sunył a je wopjekł.,Pótom jo pjakaŕ pjace do pjaca sunuł a je pjakł.
"My zběramy přistupne daty, kotrež nam Waš webbrowser posrědkuje.","My zběramy pśistupne daty, kótarež nam pósrědnijo Waš webbrowser."
Za to su wobdźělnicy dźěłarnički koncepciju zdźěłali.,Za to su wobźělniki źěłaŕnicki wuźěłali koncepciju.
Z postupowanjom sćěhuje gmejnska rada poručenje wuběrkow.,Z póstupowanim slědujo gmejnska rada pórucenjoju wuběrkow.
Wšitcy čłonojo Zwjazkoweho předsydstwa nowy namjet prezidija podpěruja.,Wšykne cłonki Zwězkowego pśedsedaŕstwa pódpěruju nowe naraźenje prezidiuma.
"Sće słyšeli, zo chcedźa zapućowarjow tajnje přez hranicu přesmykać?","Sćo słyšali, až kśě zasedlarjow kšajźu pśesmyknuś pśez granicu?"
Při zranjenjach móža mócne krawjenja nastać.,Pśi zranjenjach mógu nastaś mócne kšawjenja.
Tež město Choćebuz njecha tajku reformu nětko.,Teke město Chóśebuz taku reformu něnto njoco.
Nětko maš z njeho wulkotny wuhlad na krasne stare město.,Něnt maš z njogo wjelgickan dobry wuglěd na kšasne stare město.
Prěni kuskaty cokor bě z čerwjenej žiwidłowej barbu wobarbjeny.,Prědny kuskaty cukor jo był z cerwjeneju zežywidłoweju barwu wubarwjony.
